subject,situation,sessionid,finalprofit,showupfee,type,period_game,aeffort,peffort,mae,varianta,variantp,period_lottery,period_lottery_del,offeraccept,offeracceptd,IV,va,vb,vc,vd,consistent,lossaversion,ioc,eopt,maeopt,cost,EV_control,EV_deleg,EV_diff,conflict,stakesize,revorder,maecontrol,peffort_control,wtp_del_control,delegation_control,variantp_control,period_control
38,5,111021_1315,61.111198,10,Principal,4,95,80,100,1,2,17,4,180,250,70,260,260,260,100,1,2,0,80,40,64,164,260,96,1,low,0,0,,,,,
38,6,111021_1315,61.111198,10,Principal,1,100,57,55,2,1,8,18,280,290,10,440,440,380,200,1,2,0,60,40,64.980003,271.82001,299,27.179993,.75,high,0,0,,,,,
38,7,111021_1315,61.111198,10,Principal,7,100,78,100,2,1,14,13,240,201,-39,560,560,470,200,1,2,0,90,60,121.68,359.12,470,110.88,.75,high,0,0,,,,,
38,8,111021_1315,61.111198,10,Principal,5,50,76,100,2,1,10,1,200,270,70,360,360,280,200,1,2,0,40,40,115.52,206.08,280,73.919998,.5,high,0,0,,,,,
38,9,111021_1315,61.111198,10,Principal,8,70,80,99,2,1,15,2,270,260,-10,440,440,320,200,1,2,0,60,60,128,264,318.79999,54.799988,.5,high,0,0,,,,,
38,10,111021_1315,61.111198,10,Principal,10,60,77,44,2,2,3,16,82,250,168,520,520,520,200,1,2,0,80,40,118.58,327.82001,340.79999,12.97998,1,high,0,0,,,,,
39,1,111021_1315,49.98,10,Principal,2,52,60,50,2,1,14,17,100,140,40,220,220,190,100,1,4,0,60,40,36,136,145,9,.75,low,0,0,,,,,
39,2,111021_1315,49.98,10,Principal,6,54,90,80,2,1,13,6,150,180,30,280,280,235,100,1,4,0,90,60,81,181,208,27,.75,low,0,0,,,,,
39,3,111021_1315,49.98,10,Principal,3,0,64,50,2,1,3,8,90,120,30,180,180,140,100,1,4,0,40,40,40.959999,110.24,120,9.7600021,.5,low,0,0,,,,,
39,4,111021_1315,49.98,10,Principal,9,64,70,60,2,1,19,15,120,140,20,220,220,160,100,1,4,0,60,60,49,135,136,1,.5,low,0,0,,,,,
39,5,111021_1315,49.98,10,Principal,4,78,75,60,2,1,2,5,140,150,10,260,260,260,100,1,4,0,80,40,56.25,163.75,196,32.25,1,low,0,0,,,,,
39,6,111021_1315,49.98,10,Principal,1,100,40,70,2,1,4,1,230,300,70,440,440,380,200,1,4,0,60,40,32,264,326,62,.75,high,0,0,,,,,
39,7,111021_1315,49.98,10,Principal,7,89,80,60,2,1,10,12,250,260,10,560,560,470,200,1,4,0,90,60,128,360,362,2,.75,high,0,0,,,,,
39,8,111021_1315,49.98,10,Principal,5,75,50,10,2,1,11,7,220,260,40,360,360,280,200,1,4,0,40,40,50,230,208,-22,.5,high,0,0,,,,,
39,9,111021_1315,49.98,10,Principal,8,50,70,35,2,1,9,18,200,250,50,440,440,320,200,1,4,0,60,60,98,270,242,-28,.5,high,0,0,,,,,
39,10,111021_1315,49.98,10,Principal,10,0,80,50,2,1,16,20,250,300,50,520,520,520,200,1,4,0,80,40,128,328,360,32,1,high,0,0,,,,,
40,1,111021_1315,53.625,10,Principal,2,50,55,56,2,1,15,1,110,145,35,220,220,190,100,1,3,10,60,40,30.25,135.75,150.39999,14.649994,.75,low,0,0,,,,,
40,2,111021_1315,53.625,10,Principal,6,89,75,78,2,1,18,17,160,200,40,280,280,235,100,1,3,10,90,60,56.25,178.75,205.3,26.550003,.75,low,0,0,,,,,
40,3,111021_1315,53.625,10,Principal,3,70,73,60,2,1,13,9,90,132,42,180,180,140,100,1,3,10,40,40,53.290001,105.11,124,18.889999,.5,low,0,0,,,,,
40,4,111021_1315,53.625,10,Principal,9,50,77,78,2,1,8,20,110,145,35,220,220,160,100,1,3,10,60,60,59.290001,133.11,146.8,13.690002,.5,low,0,0,,,,,
40,5,111021_1315,53.625,10,Principal,4,71,70,10,1,2,6,19,130,101,-29,260,260,260,100,1,3,10,80,40,49,163,116,-47,1,low,0,0,,,,,
40,6,111021_1315,53.625,10,Principal,1,67,50,35,2,1,11,12,235,240,5,440,440,380,200,1,3,10,60,40,50,270,263,-7,.75,high,0,0,,,,,
40,7,111021_1315,53.625,10,Principal,7,69,67,68,2,1,2,14,335,325,-10,560,560,470,200,1,3,10,90,60,89.779999,351.42001,383.60001,32.179993,.75,high,0,0,,,,,
40,8,111021_1315,53.625,10,Principal,5,55,63,64,2,1,5,7,200,244,44,360,360,280,200,1,3,10,40,40,79.379997,221.42,251.2,29.779999,.5,high,0,0,,,,,
40,9,111021_1315,53.625,10,Principal,8,100,75,76,2,1,16,3,265,285,20,440,440,320,200,1,3,10,60,60,112.5,267.5,291.20001,23.700012,.5,high,0,0,,,,,
40,10,111021_1315,53.625,10,Principal,10,77,83,90,2,2,10,4,300,465,165,520,520,520,200,1,3,10,80,40,137.78,327.82001,488,160.17999,1,high,0,0,,,,,
41,1,111021_1315,62.689999,10,Principal,2,0,33,20,2,1,2,8,100,155,55,220,220,190,100,1,2,0,60,40,10.89,128.71001,118,-10.710007,.75,low,0,0,,,,,
41,2,111021_1315,62.689999,10,Principal,6,0,70,80,2,1,11,18,170,200,30,280,280,235,100,1,2,0,90,60,49,177,208,31,.75,low,0,0,,,,,
41,3,111021_1315,62.689999,10,Principal,3,54,30,30,2,1,14,1,130,110,-20,180,180,140,100,1,2,0,40,40,9,115,112,-3,.5,low,0,0,,,,,
41,4,111021_1315,62.689999,10,Principal,9,100,69,70,2,1,20,10,129,150,21,220,220,160,100,1,2,0,60,60,47.610001,135.19,142,6.8099976,.5,low,0,0,,,,,
41,5,111021_1315,62.689999,10,Principal,4,32,60,1,1,1,15,3,160,160,0,260,260,260,100,1,2,0,80,40,36,160,101.6,-58.400002,1,low,0,0,,,,,
41,6,111021_1315,62.689999,10,Principal,1,0,48,45,2,1,6,4,340,250,-90,440,440,380,200,1,2,0,60,40,46.080002,269.12,281,11.880005,.75,high,0,0,,,,,
41,7,111021_1315,62.689999,10,Principal,7,70,70,76,2,1,5,17,385,400,15,560,560,470,200,1,2,0,90,60,98,354,405.20001,51.200012,.75,high,0,0,,,,,
41,8,111021_1315,62.689999,10,Principal,5,64,60,40,2,1,12,9,199,250,51,360,360,280,200,1,2,0,40,40,72,224,232,8,.5,high,0,0,,,,,
41,9,111021_1315,62.689999,10,Principal,8,84,20,26,2,1,16,19,260,210,-50,440,440,320,200,1,2,0,60,60,8,240,231.2,-8.8000031,.5,high,0,0,,,,,
41,10,111021_1315,62.689999,10,Principal,10,50,80,1,2,1,13,7,350,380,30,520,520,520,200,1,2,0,80,40,128,328,203.2,-124.8,1,high,0,0,,,,,
42,1,111021_1315,66.419998,10,Principal,2,100,53,58,2,1,7,13,180,100,-80,220,220,190,100,1,4,17,60,40,28.09,135.50999,152.2,16.690002,.75,low,0,0,,,,,
42,2,111021_1315,66.419998,10,Principal,6,50,68,68,2,1,1,16,100,100,0,280,280,235,100,1,4,17,90,60,46.240002,176.16,191.8,15.639999,.75,low,0,0,,,,,
42,3,111021_1315,66.419998,10,Principal,3,0,59,70,2,1,20,5,66,140,74,180,180,140,100,1,4,17,40,40,34.810001,112.39,128,15.610001,.5,low,0,0,,,,,
42,4,111021_1315,66.419998,10,Principal,9,90,71,79,2,1,10,9,169,160,-9,220,220,160,100,1,4,17,60,60,50.41,134.78999,147.39999,12.610001,.5,low,0,0,,,,,
42,5,111021_1315,66.419998,10,Principal,4,80,23,1,2,1,8,12,95,100,5,260,260,260,100,1,4,17,80,40,5.29,131.50999,101.6,-29.909996,1,low,0,0,,,,,
42,6,111021_1315,66.419998,10,Principal,1,0,53,51,2,1,14,18,144,200,56,440,440,380,200,1,4,17,60,40,56.18,271.01999,291.79999,20.779999,.75,high,0,0,,,,,
42,7,111021_1315,66.419998,10,Principal,7,100,65,69,2,1,6,2,475,470,-5,560,560,470,200,1,4,17,90,60,84.5,349.5,386.29999,36.799988,.75,high,0,0,,,,,
42,8,111021_1315,66.419998,10,Principal,5,69,63,66,2,1,11,4,121,200,79,360,360,280,200,1,4,17,40,40,79.379997,221.42,252.8,31.380005,.5,high,0,0,,,,,
42,9,111021_1315,66.419998,10,Principal,8,67,75,80,2,1,17,19,327,320,-7,440,440,320,200,1,4,17,60,60,112.5,267.5,296,28.5,.5,high,0,0,,,,,
42,10,111021_1315,66.419998,10,Principal,10,50,70,1,1,1,15,3,421,201,-220,520,520,520,200,1,4,17,80,40,98,326,203.2,-122.8,1,high,0,0,,,,,
43,1,111021_1315,89.32,10,Principal,2,54,50,45,2,1,16,14,120,150,30,220,220,190,100,1,0,0,60,40,25,135,140.5,5.5,.75,low,0,0,,,,,
43,2,111021_1315,89.32,10,Principal,6,90,80,80,2,1,12,4,180,200,20,280,280,235,100,1,0,0,90,60,64,180,208,28,.75,low,0,0,,,,,
43,3,111021_1315,89.32,10,Principal,3,0,80,80,2,1,11,15,80,135,55,180,180,140,100,1,0,0,40,40,64,100,132,32,.5,low,0,0,,,,,
43,4,111021_1315,89.32,10,Principal,9,59,80,80,2,1,7,5,100,140,40,220,220,160,100,1,0,0,60,60,64,132,148,16,.5,low,0,0,,,,,
43,5,111021_1315,89.32,10,Principal,4,0,75,1,2,2,18,20,120,100,-20,260,260,260,100,1,0,0,80,40,56.25,163.75,101.6,-62.150002,1,low,0,0,,,,,
43,6,111021_1315,89.32,10,Principal,1,50,80,90,2,1,17,10,300,360,60,440,440,380,200,1,0,0,60,40,128,264,362,98,.75,high,0,0,,,,,
43,7,111021_1315,89.32,10,Principal,7,100,70,85,2,1,1,9,300,400,100,560,560,470,200,1,0,0,90,60,98,354,429.5,75.5,.75,high,0,0,,,,,
43,8,111021_1315,89.32,10,Principal,5,64,70,40,2,1,6,19,200,240,40,360,360,280,200,1,0,0,40,40,98,214,232,18,.5,high,0,0,,,,,
43,9,111021_1315,89.32,10,Principal,8,70,45,20,2,1,2,13,260,240,-20,440,440,320,200,1,0,0,60,60,40.5,267.5,224,-43.5,.5,high,0,0,,,,,
43,10,111021_1315,89.32,10,Principal,10,75,100,20,1,2,3,8,320,300,-20,520,520,520,200,1,0,0,80,40,200,320,264,-56,1,high,0,0,,,,,
44,1,111021_1315,52.200001,10,Principal,2,44,60,1,2,1,12,8,100,110,10,220,220,190,100,1,4,0,60,40,36,136,100.9,-35.099998,.75,low,0,0,,,,,
44,2,111021_1315,52.200001,10,Principal,6,78,67,67,2,1,10,6,190,180,-10,280,280,235,100,1,4,0,90,60,44.889999,175.71001,190.45,14.73999,.75,low,0,0,,,,,
44,3,111021_1315,52.200001,10,Principal,3,50,80,63,2,1,19,20,90,120,30,180,180,140,100,1,4,0,40,40,64,100,125.2,25.199997,.5,low,0,0,,,,,
44,4,111021_1315,52.200001,10,Principal,9,77,77,60,2,1,14,15,110,120,10,220,220,160,100,1,4,0,60,60,59.290001,133.11,136,2.8899994,.5,low,0,0,,,,,
44,5,111021_1315,52.200001,10,Principal,4,100,60,1,2,1,17,1,140,110,-30,260,260,260,100,1,4,0,80,40,36,160,101.6,-58.400002,1,low,0,0,,,,,
44,6,111021_1315,52.200001,10,Principal,1,94,54,55,2,1,16,11,250,300,50,440,440,380,200,1,4,0,60,40,58.32,271.28,299,27.720001,.75,high,0,0,,,,,
44,7,111021_1315,52.200001,10,Principal,7,90,70,100,2,1,9,13,300,350,50,560,560,470,200,1,4,0,90,60,98,354,470,116,.75,high,0,0,,,,,
44,8,111021_1315,52.200001,10,Principal,5,0,60,85,2,1,18,5,170,230,60,360,360,280,200,1,4,0,40,40,72,224,268,44,.5,high,0,0,,,,,
44,9,111021_1315,52.200001,10,Principal,8,0,81,80,2,1,4,3,250,250,0,440,440,320,200,1,4,0,60,60,131.22,263.17999,296,32.820007,.5,high,0,0,,,,,
44,10,111021_1315,52.200001,10,Principal,10,70,70,1,2,1,2,7,300,220,-80,520,520,520,200,1,4,0,80,40,98,326,203.2,-122.8,1,high,0,0,,,,,
45,1,111021_1315,55.0788,10,Principal,2,0,51,55,2,1,9,8,120,145,25,220,220,190,100,1,4,0,60,40,26.01,135.19,149.5,14.309998,.75,low,0,0,,,,,
45,2,111021_1315,55.0788,10,Principal,6,65,50,67,2,1,16,5,100,190,90,280,280,235,100,1,4,0,90,60,25,165,190.45,25.449997,.75,low,0,0,,,,,
45,3,111021_1315,55.0788,10,Principal,3,0,55,64,2,1,20,3,100,120,20,180,180,140,100,1,4,0,40,40,30.25,113.75,125.6,11.849998,.5,low,0,0,,,,,
45,4,111021_1315,55.0788,10,Principal,9,0,70,78,2,1,1,14,100,145,45,220,220,160,100,1,4,0,60,60,49,135,146.8,11.800003,.5,low,0,0,,,,,
45,5,111021_1315,55.0788,10,Principal,4,78,0,1,2,1,18,17,150,150,0,260,260,260,100,1,4,0,80,40,0,100,101.6,1.5999985,1,low,0,0,,,,,
45,6,111021_1315,55.0788,10,Principal,1,78,50,54,2,1,13,19,200,350,150,440,440,380,200,1,4,0,60,40,50,270,297.20001,27.200012,.75,high,0,0,,,,,
45,7,111021_1315,55.0788,10,Principal,7,54,55,68,2,1,15,12,300,400,100,560,560,470,200,1,4,0,90,60,60.5,337.5,383.60001,46.100006,.75,high,0,0,,,,,
45,8,111021_1315,55.0788,10,Principal,5,0,55,65,2,1,11,2,200,250,50,360,360,280,200,1,4,0,40,40,60.5,227.5,252,24.5,.5,high,0,0,,,,,
45,9,111021_1315,55.0788,10,Principal,8,70,32,78,2,1,6,10,200,300,100,440,440,320,200,1,4,0,60,60,20.48,256.32001,293.60001,37.279999,.5,high,0,0,,,,,
45,10,111021_1315,55.0788,10,Principal,10,0,32,1,2,1,7,4,190,200,10,520,520,520,200,1,4,0,80,40,20.48,281.92001,203.2,-78.720016,1,high,0,0,,,,,
46,1,111021_1315,56.880001,10,Principal,2,0,90,60,2,1,14,8,105,125,20,220,220,190,100,1,4,0,60,40,81,127,154,27,.75,low,0,0,,,,,
46,2,111021_1315,56.880001,10,Principal,6,50,90,80,2,1,18,1,130,175,45,280,280,235,100,1,4,0,90,60,81,181,208,27,.75,low,0,0,,,,,
46,3,111021_1315,56.880001,10,Principal,3,78,20,20,2,1,19,17,101,102,1,180,180,140,100,1,4,0,40,40,4,112,108,-4,.5,low,0,0,,,,,
46,4,111021_1315,56.880001,10,Principal,9,50,90,65,2,1,12,13,105,130,25,220,220,160,100,1,4,0,60,60,81,127,139,12,.5,low,0,0,,,,,
46,5,111021_1315,56.880001,10,Principal,4,54,90,80,1,1,10,11,120,210,90,260,260,260,100,1,4,0,80,40,81,163,228,65,1,low,0,0,,,,,
46,6,111021_1315,56.880001,10,Principal,1,51,95,70,2,1,7,4,220,285,65,440,440,380,200,1,4,0,60,40,180.5,247.5,326,78.5,.75,high,0,0,,,,,
46,7,111021_1315,56.880001,10,Principal,7,0,90,80,2,1,9,6,275,420,145,560,560,470,200,1,4,0,90,60,162,362,416,54,.75,high,0,0,,,,,
46,8,111021_1315,56.880001,10,Principal,5,60,1,1,2,1,16,3,201,210,9,360,360,280,200,1,4,0,40,40,.02,201.58,200.8,-.77999878,.5,high,0,0,,,,,
46,9,111021_1315,56.880001,10,Principal,8,95,90,80,2,1,20,5,250,280,30,440,440,320,200,1,4,0,60,60,162,254,296,42,.5,high,0,0,,,,,
46,10,111021_1315,56.880001,10,Principal,10,99,90,85,2,1,15,2,250,475,225,520,520,520,200,1,4,0,80,40,162,326,472,146,1,high,0,0,,,,,
47,1,111021_1315,87.959999,10,Principal,2,50,100,90,2,1,20,18,119,175,56,220,220,190,100,1,3,0,60,40,100,120,181,61,.75,low,0,0,,,,,
47,2,111021_1315,87.959999,10,Principal,6,68,100,50,2,1,10,9,179,170,-9,280,280,235,100,1,3,0,90,60,100,180,167.5,-12.5,.75,low,0,0,,,,,
47,3,111021_1315,87.959999,10,Principal,3,60,50,1,2,1,5,4,110,101,-9,180,180,140,100,1,3,0,40,40,25,115,100.4,-14.599998,.5,low,0,0,,,,,
47,4,111021_1315,87.959999,10,Principal,9,100,100,60,2,1,1,16,119,135,16,220,220,160,100,1,3,0,60,60,100,120,136,16,.5,low,0,0,,,,,
47,5,111021_1315,87.959999,10,Principal,4,77,100,50,2,1,3,15,159,150,-9,260,260,260,100,1,3,0,80,40,100,160,180,20,1,low,0,0,,,,,
47,6,111021_1315,87.959999,10,Principal,1,59,100,50,2,1,7,17,239,290,51,440,440,380,200,1,3,0,60,40,200,240,290,50,.75,high,0,0,,,,,
47,7,111021_1315,87.959999,10,Principal,7,0,100,93,2,1,11,13,359,440,81,560,560,470,200,1,3,0,90,60,200,360,451.10001,91.100006,.75,high,0,0,,,,,
47,8,111021_1315,87.959999,10,Principal,5,54,25,1,2,1,12,2,200,201,1,360,360,280,200,1,3,0,40,40,12.5,227.5,200.8,-26.699997,.5,high,0,0,,,,,
47,9,111021_1315,87.959999,10,Principal,8,70,100,40,1,1,6,8,239,250,11,440,440,320,200,1,3,0,60,60,200,240,248,8,.5,high,0,0,,,,,
47,10,111021_1315,87.959999,10,Principal,10,90,100,90,2,1,19,14,319,400,81,520,520,520,200,1,3,0,80,40,200,320,488,168,1,high,0,0,,,,,
48,1,111021_1315,93.434998,10,Principal,2,0,45,99,2,1,18,20,195,180,-15,220,220,190,100,1,2,0,60,40,20.25,133.75,189.10001,55.350006,.75,low,0,0,,,,,
48,2,111021_1315,93.434998,10,Principal,6,51,50,93,1,1,1,16,250,230,-20,280,280,235,100,1,2,0,90,60,25,165,225.55,60.550003,.75,low,0,0,,,,,
48,3,111021_1315,93.434998,10,Principal,3,22,40,96,1,1,6,3,155,135,-20,180,180,140,100,1,2,0,40,40,16,116,138.39999,22.399994,.5,low,0,0,,,,,
48,4,111021_1315,93.434998,10,Principal,9,78,45,98,2,1,7,8,190,150,-40,220,220,160,100,1,2,0,60,60,20.25,133.75,158.8,25.050003,.5,low,0,0,,,,,
48,5,111021_1315,93.434998,10,Principal,4,0,45,97,1,1,14,19,155,255,100,260,260,260,100,1,2,0,80,40,20.25,151.75,255.2,103.45,1,low,0,0,,,,,
48,6,111021_1315,93.434998,10,Principal,1,50,33,90,2,1,2,17,409,320,-89,440,440,380,200,1,2,0,60,40,21.780001,257.42001,362,104.57999,.75,high,0,0,,,,,
48,7,111021_1315,93.434998,10,Principal,7,100,25,85,2,1,5,13,540,465,-75,560,560,470,200,1,2,0,90,60,12.5,277.5,429.5,152,.75,high,0,0,,,,,
48,8,111021_1315,93.434998,10,Principal,5,0,30,89,2,1,12,9,335,200,-135,360,360,280,200,1,2,0,40,40,18,230,271.20001,41.200012,.5,high,0,0,,,,,
48,9,111021_1315,93.434998,10,Principal,8,30,35,95,1,1,11,15,410,315,-95,440,440,320,200,1,2,0,60,60,24.5,259.5,314,54.5,.5,high,0,0,,,,,
48,10,111021_1315,93.434998,10,Principal,10,59,45,75,1,1,4,10,470,515,45,520,520,520,200,1,2,0,80,40,40.5,303.5,440,136.5,1,high,0,0,,,,,
49,1,111021_1315,90.93,10,Principal,2,70,65,40,2,1,4,6,120,150,30,220,220,190,100,1,4,0,60,40,42.25,135.75,136,.25,.75,low,0,0,,,,,
49,2,111021_1315,90.93,10,Principal,6,64,40,55,2,1,17,3,135,180,45,280,280,235,100,1,4,0,90,60,16,156,174.25,18.25,.75,low,0,0,,,,,
49,3,111021_1315,90.93,10,Principal,3,58,50,1,2,1,12,2,100,120,20,180,180,140,100,1,4,0,40,40,25,115,100.4,-14.599998,.5,low,0,0,,,,,
49,4,111021_1315,90.93,10,Principal,9,65,85,70,2,1,18,13,130,125,-5,220,220,160,100,1,4,0,60,60,72.25,129.75,142,12.25,.5,low,0,0,,,,,
49,5,111021_1315,90.93,10,Principal,4,100,20,3,2,1,11,8,150,200,50,260,260,260,100,1,4,0,80,40,4,128,104.8,-23.199997,1,low,0,0,,,,,
49,6,111021_1315,90.93,10,Principal,1,70,25,10,2,1,5,20,300,270,-30,440,440,380,200,1,4,0,60,40,12.5,247.5,218,-29.5,.75,high,0,0,,,,,
49,7,111021_1315,90.93,10,Principal,7,100,91,90,2,1,1,10,360,450,90,560,560,470,200,1,4,0,90,60,165.62,361.98001,443,81.019989,.75,high,0,0,,,,,
49,8,111021_1315,90.93,10,Principal,5,0,31,1,2,1,9,14,250,280,30,360,360,280,200,1,4,0,40,40,19.219999,230.38,200.8,-29.580002,.5,high,0,0,,,,,
49,9,111021_1315,90.93,10,Principal,8,61,45,60,2,1,16,7,200,250,50,440,440,320,200,1,4,0,60,60,40.5,267.5,272,4.5,.5,high,0,0,,,,,
49,10,111021_1315,90.93,10,Principal,10,70,70,75,2,1,15,19,300,400,100,520,520,520,200,1,4,0,80,40,98,326,440,114,1,high,0,0,,,,,
50,1,111021_1315,79.739998,10,Principal,2,50,51,2,1,1,6,20,100,103,3,220,220,190,100,1,2,0,60,40,26.01,135.19,101.8,-33.389999,.75,low,0,0,,,,,
50,2,111021_1315,79.739998,10,Principal,6,85,51,45,2,1,1,11,150,150,0,280,280,235,100,1,2,0,90,60,26.01,165.78999,160.75,-5.0399933,.75,low,0,0,,,,,
50,3,111021_1315,79.739998,10,Principal,3,85,1,2,2,1,5,15,100,102,2,180,180,140,100,1,2,0,40,40,.0099999998,100.79,100.8,.010002136,.5,low,0,0,,,,,
50,4,111021_1315,79.739998,10,Principal,9,45,51,40,2,1,12,18,130,120,-10,220,220,160,100,1,2,0,60,60,26.01,135.19,124,-11.190002,.5,low,0,0,,,,,
50,5,111021_1315,79.739998,10,Principal,4,0,75,65,2,1,19,10,120,200,80,260,260,260,100,1,2,0,80,40,56.25,163.75,204,40.25,1,low,0,0,,,,,
50,6,111021_1315,79.739998,10,Principal,1,55,51,72,2,1,13,7,200,300,100,440,440,380,200,1,2,0,60,40,52.02,270.38,329.60001,59.220001,.75,high,0,0,,,,,
50,7,111021_1315,79.739998,10,Principal,7,90,71,70,2,1,8,9,350,330,-20,560,560,470,200,1,2,0,90,60,100.82,354.78,389,34.220001,.75,high,0,0,,,,,
50,8,111021_1315,79.739998,10,Principal,5,100,50,50,2,1,16,4,225,240,15,360,360,280,200,1,2,0,40,40,50,230,240,10,.5,high,0,0,,,,,
50,9,111021_1315,79.739998,10,Principal,8,57,51,40,2,1,3,14,250,240,-10,440,440,320,200,1,2,0,60,60,52.02,270.38,248,-22.380005,.5,high,0,0,,,,,
50,10,111021_1315,79.739998,10,Principal,10,0,80,65,1,1,2,17,250,400,150,520,520,520,200,1,2,0,80,40,128,328,408,80,1,high,0,0,,,,,
51,1,111021_1315,53.1096,10,Principal,2,30,70,31,2,1,8,4,100,130,30,220,220,190,100,1,2,0,60,40,49,135,127.9,-7.0999985,.75,low,0,0,,,,,
51,2,111021_1315,53.1096,10,Principal,6,55,95,75,1,1,20,7,150,190,40,280,280,235,100,1,2,0,90,60,90.25,180.75,201.25,20.5,.75,low,0,0,,,,,
51,3,111021_1315,53.1096,10,Principal,3,72,70,60,2,1,11,2,100,121,21,180,180,140,100,1,2,0,40,40,49,107,124,17,.5,low,0,0,,,,,
51,4,111021_1315,53.1096,10,Principal,9,71,50,1,2,1,5,3,120,120,0,220,220,160,100,1,2,0,60,60,25,135,100.6,-34.400002,.5,low,0,0,,,,,
51,5,111021_1315,53.1096,10,Principal,4,78,78,25,2,1,6,18,130,145,15,260,260,260,100,1,2,0,80,40,60.84,163.96001,140,-23.960007,1,low,0,0,,,,,
51,6,111021_1315,53.1096,10,Principal,1,71,65,65,2,1,17,9,250,300,50,440,440,380,200,1,2,0,60,40,84.5,271.5,317,45.5,.75,high,0,0,,,,,
51,7,111021_1315,53.1096,10,Principal,7,65,95,90,2,1,10,14,350,410,60,560,560,470,200,1,2,0,90,60,180.5,361.5,443,81.5,.75,high,0,0,,,,,
51,8,111021_1315,53.1096,10,Principal,5,0,70,70,2,1,19,13,160,270,110,360,360,280,200,1,2,0,40,40,98,214,256,42,.5,high,0,0,,,,,
51,9,111021_1315,53.1096,10,Principal,8,93,50,45,2,1,15,1,260,240,-20,440,440,320,200,1,2,0,60,60,50,270,254,-16,.5,high,0,0,,,,,
51,10,111021_1315,53.1096,10,Principal,10,100,98,70,2,2,12,16,320,300,-20,520,520,520,200,1,2,0,80,40,192.08,321.51999,424,102.48001,1,high,0,0,,,,,
52,1,111021_1315,43.380001,10,Agent,2,50,55,56,2,1,8,9,120,125,5,220,220,190,100,1,3,0,60,40,30.25,,,,.75,low,0,0,,,,,
52,2,111021_1315,43.380001,10,Agent,6,60,70,55,2,1,1,5,150,180,30,280,280,235,100,1,3,0,90,60,49,,,,.75,low,0,0,,,,,
52,3,111021_1315,43.380001,10,Agent,3,60,55,60,2,1,10,13,105,115,10,180,180,140,100,1,3,0,40,40,30.25,,,,.5,low,0,0,,,,,
52,4,111021_1315,43.380001,10,Agent,9,64,70,60,2,1,18,6,115,110,-5,220,220,160,100,1,3,0,60,60,49,,,,.5,low,0,0,,,,,
52,5,111021_1315,43.380001,10,Agent,4,80,23,1,2,1,12,20,120,101,-19,260,260,260,100,1,3,0,80,40,5.29,,,,1,low,0,0,,,,,
52,6,111021_1315,43.380001,10,Agent,1,70,80,60,2,1,16,14,270,300,30,440,440,380,200,1,3,0,60,40,128,,,,.75,high,0,0,,,,,
52,7,111021_1315,43.380001,10,Agent,7,70,70,76,2,1,11,17,350,370,20,560,560,470,200,1,3,0,90,60,98,,,,.75,high,0,0,,,,,
52,8,111021_1315,43.380001,10,Agent,5,64,70,40,2,1,7,3,210,220,10,360,360,280,200,1,3,0,40,40,98,,,,.5,high,0,0,,,,,
52,9,111021_1315,43.380001,10,Agent,8,70,80,99,2,1,2,15,280,319,39,440,440,320,200,1,3,0,60,60,128,,,,.5,high,0,0,,,,,
52,10,111021_1315,43.380001,10,Agent,10,70,70,1,2,1,4,19,340,210,-130,520,520,520,200,1,3,0,80,40,98,,,,1,high,0,0,,,,,
53,1,111021_1315,72.822601,10,Agent,2,0,33,20,2,1,1,8,120,120,0,220,220,190,100,1,2,0,60,40,10.89,,,,.75,low,0,0,,,,,
53,2,111021_1315,72.822601,10,Agent,6,0,80,75,2,1,19,2,100,200,100,280,280,235,100,1,2,0,90,60,64,,,,.75,low,0,0,,,,,
53,3,111021_1315,72.822601,10,Agent,3,0,88,80,2,1,13,11,80,132,52,180,180,140,100,1,2,0,40,40,77.440002,,,,.5,low,0,0,,,,,
53,4,111021_1315,72.822601,10,Agent,9,50,77,78,2,1,4,6,80,150,70,220,220,160,100,1,2,0,60,60,59.290001,,,,.5,low,0,0,,,,,
53,5,111021_1315,72.822601,10,Agent,4,0,75,1,2,2,3,14,90,100,10,260,260,260,100,1,2,0,80,40,56.25,,,,1,low,0,0,,,,,
53,6,111021_1315,72.822601,10,Agent,1,0,48,1,2,1,10,20,200,300,100,440,440,380,200,1,2,0,60,40,46.080002,,,,.75,high,0,0,,,,,
53,7,111021_1315,72.822601,10,Agent,7,100,65,69,2,1,5,9,200,396,196,560,560,470,200,1,2,0,90,60,84.5,,,,.75,high,0,0,,,,,
53,8,111021_1315,72.822601,10,Agent,5,0,60,85,2,1,15,17,200,260,60,360,360,280,200,1,2,0,40,40,72,,,,.5,high,0,0,,,,,
53,9,111021_1315,72.822601,10,Agent,8,50,70,35,2,1,18,16,150,242,92,440,440,320,200,1,2,0,60,60,98,,,,.5,high,0,0,,,,,
53,10,111021_1315,72.822601,10,Agent,10,0,32,1,2,1,12,7,276,200,-76,520,520,520,200,1,2,0,80,40,20.48,,,,1,high,0,0,,,,,
54,1,111021_1315,76.618797,10,Agent,2,100,53,58,2,1,14,15,100,140,40,220,220,190,100,1,3,0,60,40,28.09,,,,.75,low,0,0,,,,,
54,2,111021_1315,76.618797,10,Agent,6,100,49,50,2,1,7,13,140,160,20,280,280,235,100,1,3,0,90,60,24.01,,,,.75,low,0,0,,,,,
