subject,situation,sessionid,finalprofit,showupfee,type,period_game,aeffort,peffort,mae,varianta,variantp,period_lottery,period_lottery_del,offeraccept,offeracceptd,IV,va,vb,vc,vd,consistent,lossaversion,ioc,eopt,maeopt,cost,EV_control,EV_deleg,EV_diff,conflict,stakesize,revorder,maecontrol,peffort_control,wtp_del_control,delegation_control,variantp_control,period_control
1,1,111017_1315,59.634602,10,Principal,9,100,97,1,2,1,15,14,120,150,30,220,220,190,100,1,-1,0,60,40,94.089996,122.31,100.9,-21.409996,.75,low,0,0,,,,,
1,2,111017_1315,59.634602,10,Principal,2,0,85,1,1,1,11,8,180,120,-60,280,280,235,100,1,-1,0,90,60,72.25,180.75,101.35,-79.400002,.75,low,0,0,,,,,
1,3,111017_1315,59.634602,10,Principal,10,29,78,63,2,1,17,19,90,120,30,180,180,140,100,1,-1,0,40,40,60.84,101.56,125.2,23.639999,.5,low,0,0,,,,,
1,4,111017_1315,59.634602,10,Principal,7,44,97,77,2,1,2,10,120,140,20,220,220,160,100,1,-1,0,60,60,94.089996,122.31,146.2,23.889999,.5,low,0,0,,,,,
1,5,111017_1315,59.634602,10,Principal,3,51,97,95,2,1,3,16,150,250,100,260,260,260,100,1,-1,0,80,40,94.089996,161.11,252,90.889999,1,low,0,0,,,,,
1,6,111017_1315,59.634602,10,Principal,4,85,97,1,2,1,7,4,225,200,-25,440,440,380,200,1,-1,0,60,40,188.17999,244.62,201.8,-42.819992,.75,high,0,0,,,,,
1,7,111017_1315,59.634602,10,Principal,1,75,95,67,2,1,13,5,360,400,40,560,560,470,200,1,-1,0,90,60,180.5,361.5,380.89999,19.399994,.75,high,0,0,,,,,
1,8,111017_1315,59.634602,10,Principal,6,63,84,63,2,1,20,12,195,240,45,360,360,280,200,1,-1,0,40,40,141.12,193.28,250.39999,57.119995,.5,high,0,0,,,,,
1,9,111017_1315,59.634602,10,Principal,8,70,77,77,2,1,9,6,250,280,30,440,440,320,200,1,-1,0,60,60,118.58,266.22,292.39999,26.179993,.5,high,0,0,,,,,
1,10,111017_1315,59.634602,10,Principal,5,100,90,90,1,1,18,1,340,480,140,520,520,520,200,1,-1,0,80,40,162,326,488,162,1,high,0,0,,,,,
2,1,111017_1315,90.120003,10,Principal,9,51,67,60,2,1,8,4,100,140,40,220,220,190,100,1,3,0,60,40,44.889999,135.50999,154,18.490005,.75,low,0,0,,,,,
2,2,111017_1315,90.120003,10,Principal,2,25,30,15,2,1,9,13,130,140,10,280,280,235,100,1,3,0,90,60,9,145,120.25,-24.75,.75,low,0,0,,,,,
2,3,111017_1315,90.120003,10,Principal,10,0,42,20,2,1,18,1,130,110,-20,180,180,140,100,1,3,0,40,40,17.639999,115.96,108,-7.9599991,.5,low,0,0,,,,,
2,4,111017_1315,90.120003,10,Principal,7,80,69,65,2,1,6,12,120,140,20,220,220,160,100,1,3,0,60,60,47.610001,135.19,139,3.8099976,.5,low,0,0,,,,,
2,5,111017_1315,90.120003,10,Principal,3,41,50,1,2,1,11,19,180,120,-60,260,260,260,100,1,3,0,80,40,25,155,101.6,-53.400002,1,low,0,0,,,,,
2,6,111017_1315,90.120003,10,Principal,4,100,72,70,2,1,20,15,285,300,15,440,440,380,200,1,3,0,60,40,103.68,269.12,326,56.880005,.75,high,0,0,,,,,
2,7,111017_1315,90.120003,10,Principal,1,100,76,50,2,1,17,2,270,340,70,560,560,470,200,1,3,0,90,60,115.52,358.07999,335,-23.079987,.75,high,0,0,,,,,
2,8,111017_1315,90.120003,10,Principal,6,80,67,70,2,1,3,5,210,250,40,360,360,280,200,1,3,0,40,40,89.779999,217.42,256,38.580002,.5,high,0,0,,,,,
2,9,111017_1315,90.120003,10,Principal,8,60,65,70,2,1,10,16,300,290,-10,440,440,320,200,1,3,0,60,60,84.5,271.5,284,12.5,.5,high,0,0,,,,,
2,10,111017_1315,90.120003,10,Principal,5,60,90,1,1,1,7,14,340,240,-100,520,520,520,200,1,3,0,80,40,162,326,203.2,-122.8,1,high,0,0,,,,,
3,1,111017_1315,54.099998,10,Principal,9,69,77,58,2,2,7,6,70,140,70,220,220,190,100,1,3,0,60,40,59.290001,110.01,152.2,42.189995,.75,low,0,0,,,,,
3,2,111017_1315,54.099998,10,Principal,2,60,40,60,2,1,3,9,160,160,0,280,280,235,100,1,3,0,90,60,16,156,181,25,.75,low,0,0,,,,,
3,3,111017_1315,54.099998,10,Principal,10,40,60,76,2,1,20,14,88,110,22,180,180,140,100,1,3,0,40,40,36,112,130.39999,18.399994,.5,low,0,0,,,,,
3,4,111017_1315,54.099998,10,Principal,7,0,2,35,2,1,15,10,150,148,-2,220,220,160,100,1,3,0,60,60,.039999999,102.36,121,18.639999,.5,low,0,0,,,,,
3,5,111017_1315,54.099998,10,Principal,3,50,20,10,2,2,16,5,250,120,-130,260,260,260,100,1,3,0,80,40,4,128,116,-12,1,low,0,0,,,,,
3,6,111017_1315,54.099998,10,Principal,4,50,30,75,2,1,19,18,330,230,-100,440,440,380,200,1,3,0,60,40,18,254,335,81,.75,high,0,0,,,,,
3,7,111017_1315,54.099998,10,Principal,1,55,38,40,2,1,11,4,276,350,74,560,560,470,200,1,3,0,90,60,28.879999,307.92001,308,.079986572,.75,high,0,0,,,,,
3,8,111017_1315,54.099998,10,Principal,6,80,54,80,2,1,12,1,150,240,90,360,360,280,200,1,3,0,40,40,58.32,228.08,264,35.919998,.5,high,0,0,,,,,
3,9,111017_1315,54.099998,10,Principal,8,77,60,80,2,1,13,8,280,218,-62,440,440,320,200,1,3,0,60,60,72,272,296,24,.5,high,0,0,,,,,
3,10,111017_1315,54.099998,10,Principal,5,50,50,40,2,1,17,2,370,300,-70,520,520,520,200,1,3,0,80,40,50,310,328,18,1,high,0,0,,,,,
4,1,111017_1315,40.139999,10,Principal,9,0,90,1,2,1,7,17,135,100,-35,220,220,190,100,1,3,0,60,40,81,127,100.9,-26.099998,.75,low,0,0,,,,,
4,2,111017_1315,40.139999,10,Principal,2,84,79,1,2,1,18,6,150,100,-50,280,280,235,100,1,3,0,90,60,62.41,179.78999,101.35,-78.439995,.75,low,0,0,,,,,
4,3,111017_1315,40.139999,10,Principal,10,50,0,1,2,1,9,8,100,140,40,180,180,140,100,1,3,0,40,40,0,100,100.4,.40000153,.5,low,0,0,,,,,
4,4,111017_1315,40.139999,10,Principal,7,90,90,1,2,1,5,19,135,160,25,220,220,160,100,1,3,0,60,60,81,127,100.6,-26.400002,.5,low,0,0,,,,,
4,5,111017_1315,40.139999,10,Principal,3,100,89,1,1,1,20,12,165,260,95,260,260,260,100,1,3,0,80,40,79.209999,163.19,101.6,-61.590004,1,low,0,0,,,,,
4,6,111017_1315,40.139999,10,Principal,4,79,89,1,2,1,3,4,275,380,105,440,440,380,200,1,3,0,60,40,158.42,255.17999,201.8,-53.37999,.75,high,0,0,,,,,
4,7,111017_1315,40.139999,10,Principal,1,50,90,1,2,1,1,14,380,200,-180,560,560,470,200,1,3,0,90,60,162,362,202.7,-159.3,.75,high,0,0,,,,,
4,8,111017_1315,40.139999,10,Principal,6,51,89,1,2,1,10,13,200,200,0,360,360,280,200,1,3,0,40,40,158.42,183.98,200.8,16.820007,.5,high,0,0,,,,,
4,9,111017_1315,40.139999,10,Principal,8,75,75,1,2,1,2,16,200,200,0,440,440,320,200,1,3,0,60,60,112.5,267.5,201.2,-66.300003,.5,high,0,0,,,,,
4,10,111017_1315,40.139999,10,Principal,5,1,80,1,2,1,11,15,300,200,-100,520,520,520,200,1,3,0,80,40,128,328,203.2,-124.8,1,high,0,0,,,,,
5,1,111017_1315,81.947197,10,Principal,9,0,64,49,2,1,3,16,125,150,25,220,220,190,100,1,3,12,60,40,40.959999,135.84,144.10001,8.2600098,.75,low,0,0,,,,,
5,2,111017_1315,81.947197,10,Principal,2,0,55,67,2,1,5,7,101,220,119,280,280,235,100,1,3,12,90,60,30.25,168.75,190.45,21.699997,.75,low,0,0,,,,,
5,3,111017_1315,81.947197,10,Principal,10,75,51,64,2,1,19,11,100,110,10,180,180,140,100,1,3,12,40,40,26.01,114.79,125.6,10.809998,.5,low,0,0,,,,,
5,4,111017_1315,81.947197,10,Principal,7,50,66,84,2,1,13,2,90,125,35,220,220,160,100,1,3,12,60,60,43.560001,135.64,150.39999,14.759995,.5,low,0,0,,,,,
5,5,111017_1315,81.947197,10,Principal,3,44,95,1,2,2,6,18,120,120,0,260,260,260,100,1,3,12,80,40,90.25,161.75,101.6,-60.150002,1,low,0,0,,,,,
5,6,111017_1315,81.947197,10,Principal,4,75,85,90,2,1,15,10,200,370,170,440,440,380,200,1,3,12,60,40,144.5,259.5,362,102.5,.75,high,0,0,,,,,
5,7,111017_1315,81.947197,10,Principal,1,50,88,81,2,1,8,1,300,460,160,560,560,470,200,1,3,12,90,60,154.88,361.92001,418.70001,56.779999,.75,high,0,0,,,,,
5,8,111017_1315,81.947197,10,Principal,6,80,70,71,2,1,4,17,200,240,40,360,360,280,200,1,3,12,40,40,98,214,256.79999,42.799988,.5,high,0,0,,,,,
5,9,111017_1315,81.947197,10,Principal,8,80,63,63,2,1,20,12,270,250,-20,440,440,320,200,1,3,12,60,60,79.379997,271.82001,275.60001,3.7799988,.5,high,0,0,,,,,
5,10,111017_1315,81.947197,10,Principal,5,74,86,80,2,1,14,9,210,320,110,520,520,520,200,1,3,12,80,40,147.92,327.28,456,128.72,1,high,0,0,,,,,
6,1,111017_1315,57.1572,10,Principal,9,50,20,30,2,1,16,5,140,130,-10,220,220,190,100,1,2,0,60,40,4,120,127,7,.75,low,0,0,,,,,
6,2,111017_1315,57.1572,10,Principal,2,70,10,1,2,1,12,6,99,100,1,280,280,235,100,1,2,0,90,60,1,117,101.35,-15.650002,.75,low,0,0,,,,,
6,3,111017_1315,57.1572,10,Principal,10,20,0,1,2,1,14,19,100,100,0,180,180,140,100,1,2,0,40,40,0,100,100.4,.40000153,.5,low,0,0,,,,,
6,4,111017_1315,57.1572,10,Principal,7,51,40,50,2,1,1,11,145,140,-5,220,220,160,100,1,2,0,60,60,16,132,130,-2,.5,low,0,0,,,,,
6,5,111017_1315,57.1572,10,Principal,3,90,0,1,2,1,20,2,100,100,0,260,260,260,100,1,2,0,80,40,0,100,101.6,1.5999985,1,low,0,0,,,,,
6,6,111017_1315,57.1572,10,Principal,4,0,48,30,2,1,9,10,260,310,50,440,440,380,200,1,2,0,60,40,46.080002,269.12,254,-15.119995,.75,high,0,0,,,,,
6,7,111017_1315,57.1572,10,Principal,1,80,50,40,2,1,8,3,450,400,-50,560,560,470,200,1,2,0,90,60,50,330,308,-22,.75,high,0,0,,,,,
6,8,111017_1315,57.1572,10,Principal,6,0,20,32,2,1,15,7,260,220,-40,360,360,280,200,1,2,0,40,40,8,224,225.60001,1.6000061,.5,high,0,0,,,,,
6,9,111017_1315,57.1572,10,Principal,8,47,38,40,2,1,17,13,300,270,-30,440,440,320,200,1,2,0,60,60,28.879999,262.32001,248,-14.320007,.5,high,0,0,,,,,
6,10,111017_1315,57.1572,10,Principal,5,0,100,1,1,1,4,18,320,200,-120,520,520,520,200,1,2,0,80,40,200,320,203.2,-116.8,1,high,0,0,,,,,
7,1,111017_1315,62.639999,10,Principal,9,40,55,60,1,1,17,9,100,150,50,220,220,190,100,0,-1,0,60,40,30.25,135.75,154,18.25,.75,low,0,0,,,,,
7,2,111017_1315,62.639999,10,Principal,2,66,55,55,2,1,15,8,150,170,20,280,280,235,100,0,-1,0,90,60,30.25,168.75,174.25,5.5,.75,low,0,0,,,,,
7,3,111017_1315,62.639999,10,Principal,10,70,61,63,2,1,14,2,100,130,30,180,180,140,100,0,-1,0,40,40,37.209999,111.59,125.2,13.610001,.5,low,0,0,,,,,
7,4,111017_1315,62.639999,10,Principal,7,45,81,85,2,1,6,19,120,150,30,220,220,160,100,0,-1,0,60,60,65.610001,131.59,151,19.410004,.5,low,0,0,,,,,
7,5,111017_1315,62.639999,10,Principal,3,0,100,70,2,1,1,11,160,180,20,260,260,260,100,0,-1,0,80,40,100,160,212,52,1,low,0,0,,,,,
7,6,111017_1315,62.639999,10,Principal,4,50,72,80,2,1,5,13,220,330,110,440,440,380,200,0,-1,0,60,40,103.68,269.12,344,74.880005,.75,high,0,0,,,,,
7,7,111017_1315,62.639999,10,Principal,1,0,70,75,2,1,10,18,340,360,20,560,560,470,200,0,-1,0,90,60,98,354,402.5,48.5,.75,high,0,0,,,,,
7,8,111017_1315,62.639999,10,Principal,6,0,60,60,2,1,4,12,200,240,40,360,360,280,200,0,-1,0,40,40,72,224,248,24,.5,high,0,0,,,,,
7,9,111017_1315,62.639999,10,Principal,8,55,60,70,2,1,3,20,250,275,25,440,440,320,200,0,-1,0,60,60,72,272,284,12,.5,high,0,0,,,,,
7,10,111017_1315,62.639999,10,Principal,5,80,50,50,1,1,16,7,310,380,70,520,520,520,200,0,-1,0,80,40,50,310,360,50,1,high,0,0,,,,,
8,1,111017_1315,61.861198,10,Principal,9,20,54,55,2,1,15,7,136,150,14,220,220,190,100,1,1,0,60,40,29.16,135.64,149.5,13.860001,.75,low,0,0,,,,,
8,2,111017_1315,61.861198,10,Principal,2,55,91,91,2,1,8,6,182,230,48,280,280,235,100,1,1,0,90,60,82.809998,180.99001,222.85001,41.860001,.75,low,0,0,,,,,
8,3,111017_1315,61.861198,10,Principal,10,0,63,64,2,1,2,19,111,126,15,180,180,140,100,1,1,0,40,40,39.689999,110.71,125.6,14.889999,.5,low,0,0,,,,,
8,4,111017_1315,61.861198,10,Principal,7,77,77,78,2,1,14,12,134,147,13,220,220,160,100,1,1,0,60,60,59.290001,133.11,146.8,13.690002,.5,low,0,0,,,,,
8,5,111017_1315,61.861198,10,Principal,3,0,50,51,2,1,18,16,155,181,26,260,260,260,100,1,1,0,80,40,25,155,181.60001,26.600006,1,low,0,0,,,,,
8,6,111017_1315,61.861198,10,Principal,4,25,54,55,2,1,20,11,272,299,27,440,440,380,200,1,1,0,60,40,58.32,271.28,299,27.720001,.75,high,0,0,,,,,
8,7,111017_1315,61.861198,10,Principal,1,70,67,68,2,1,3,9,316,384,68,560,560,470,200,1,1,0,90,60,89.779999,351.42001,383.60001,32.179993,.75,high,0,0,,,,,
8,8,111017_1315,61.861198,10,Principal,6,50,63,64,2,1,13,17,222,252,30,360,360,280,200,1,1,0,40,40,79.379997,221.42,251.2,29.779999,.5,high,0,0,,,,,
8,9,111017_1315,61.861198,10,Principal,8,51,77,78,2,1,1,10,267,293,26,440,440,320,200,1,1,0,60,60,118.58,266.22,293.60001,27.380005,.5,high,0,0,,,,,
8,10,111017_1315,61.861198,10,Principal,5,70,94,1,2,1,5,4,337,204,-133,520,520,520,200,1,1,0,80,40,176.72,324.07999,203.2,-120.87999,1,high,0,0,,,,,
9,1,111017_1315,91.984802,10,Principal,9,70,65,50,2,1,13,18,130,150,20,220,220,190,100,1,2,0,60,40,42.25,135.75,145,9.25,.75,low,0,0,,,,,
9,2,111017_1315,91.984802,10,Principal,2,72,70,70,2,1,7,4,200,200,0,280,280,235,100,1,2,0,90,60,49,177,194.5,17.5,.75,low,0,0,,,,,
9,3,111017_1315,91.984802,10,Principal,10,1,48,70,2,1,9,14,125,133,8,180,180,140,100,1,2,0,40,40,23.040001,115.36,128,12.639999,.5,low,0,0,,,,,
9,4,111017_1315,91.984802,10,Principal,7,75,64,80,2,1,6,1,145,150,5,220,220,160,100,1,2,0,60,60,40.959999,135.84,148,12.160004,.5,low,0,0,,,,,
9,5,111017_1315,91.984802,10,Principal,3,50,60,50,1,1,16,19,180,190,10,260,260,260,100,1,2,0,80,40,36,160,180,20,1,low,0,0,,,,,
9,6,111017_1315,91.984802,10,Principal,4,80,40,50,2,1,3,12,300,340,40,440,440,380,200,1,2,0,60,40,32,264,290,26,.75,high,0,0,,,,,
9,7,111017_1315,91.984802,10,Principal,1,50,64,60,2,1,11,8,420,350,-70,560,560,470,200,1,2,0,90,60,81.919998,348.48001,362,13.519989,.75,high,0,0,,,,,
9,8,111017_1315,91.984802,10,Principal,6,40,45,50,2,1,10,2,280,260,-20,360,360,280,200,1,2,0,40,40,40.5,231.5,240,8.5,.5,high,0,0,,,,,
9,9,111017_1315,91.984802,10,Principal,8,51,64,60,2,1,15,17,320,280,-40,440,440,320,200,1,2,0,60,60,81.919998,271.67999,272,.32000732,.5,high,0,0,,,,,
9,10,111017_1315,91.984802,10,Principal,5,80,70,40,2,2,5,20,400,460,60,520,520,520,200,1,2,0,80,40,98,326,328,2,1,high,0,0,,,,,
10,1,111017_1315,111.66,10,Principal,9,0,0,1,2,1,11,7,101,101,0,220,220,190,100,1,4,0,60,40,0,100,100.9,.90000153,.75,low,0,0,,,,,
10,2,111017_1315,111.66,10,Principal,2,69,67,68,2,1,13,15,150,160,10,280,280,235,100,1,4,0,90,60,44.889999,175.71001,191.8,16.089996,.75,low,0,0,,,,,
10,3,111017_1315,111.66,10,Principal,10,45,0,1,2,1,20,10,101,101,0,180,180,140,100,1,4,0,40,40,0,100,100.4,.40000153,.5,low,0,0,,,,,
10,4,111017_1315,111.66,10,Principal,7,80,0,1,2,1,6,19,101,101,0,220,220,160,100,1,4,0,60,60,0,100,100.6,.59999847,.5,low,0,0,,,,,
10,5,111017_1315,111.66,10,Principal,3,70,0,1,2,1,5,18,150,240,90,260,260,260,100,1,4,0,80,40,0,100,101.6,1.5999985,1,low,0,0,,,,,
10,6,111017_1315,111.66,10,Principal,4,73,0,1,2,1,3,14,230,210,-20,440,440,380,200,1,4,0,60,40,0,200,201.8,1.8000031,.75,high,0,0,,,,,
10,7,111017_1315,111.66,10,Principal,1,70,0,1,2,1,8,4,200,220,20,560,560,470,200,1,4,0,90,60,0,200,202.7,2.6999969,.75,high,0,0,,,,,
10,8,111017_1315,111.66,10,Principal,6,54,0,1,2,1,17,12,201,201,0,360,360,280,200,1,4,0,40,40,0,200,200.8,.80000305,.5,high,0,0,,,,,
10,9,111017_1315,111.66,10,Principal,8,54,60,50,2,1,2,16,240,261,21,440,440,320,200,1,4,0,60,60,72,272,260,-12,.5,high,0,0,,,,,
10,10,111017_1315,111.66,10,Principal,5,88,0,1,2,1,9,1,200,250,50,520,520,520,200,1,4,0,80,40,0,200,203.2,3.1999969,1,high,0,0,,,,,
11,1,111017_1315,96.779999,10,Principal,9,50,32,30,2,1,18,2,100,110,10,220,220,190,100,1,3,0,60,40,10.24,128.16,127,-1.1600037,.75,low,0,0,,,,,
11,2,111017_1315,96.779999,10,Principal,2,60,50,50,2,1,1,4,125,150,25,280,280,235,100,1,3,0,90,60,25,165,167.5,2.5,.75,low,0,0,,,,,
11,3,111017_1315,96.779999,10,Principal,10,63,55,55,2,1,17,13,90,110,20,180,180,140,100,1,3,0,40,40,30.25,113.75,122,8.25,.5,low,0,0,,,,,
11,4,111017_1315,96.779999,10,Principal,7,55,30,45,2,1,5,19,100,120,20,220,220,160,100,1,3,0,60,60,9,127,127,0,.5,low,0,0,,,,,
11,5,111017_1315,96.779999,10,Principal,3,10,50,50,2,1,3,15,125,150,25,260,260,260,100,1,3,0,80,40,25,155,180,25,1,low,0,0,,,,,
11,6,111017_1315,96.779999,10,Principal,4,0,70,70,2,1,14,9,270,250,-20,440,440,380,200,1,3,0,60,40,98,270,326,56,.75,high,0,0,,,,,
11,7,111017_1315,96.779999,10,Principal,1,90,86,86,2,1,16,11,350,250,-100,560,560,470,200,1,3,0,90,60,147.92,361.67999,432.20001,70.52002,.75,high,0,0,,,,,
11,8,111017_1315,96.779999,10,Principal,6,70,35,35,2,1,10,6,200,230,30,360,360,280,200,1,3,0,40,40,24.5,231.5,228,-3.5,.5,high,0,0,,,,,
11,9,111017_1315,96.779999,10,Principal,8,85,70,70,2,1,20,8,240,270,30,440,440,320,200,1,3,0,60,60,98,270,284,14,.5,high,0,0,,,,,
11,10,111017_1315,96.779999,10,Principal,5,70,79,79,2,1,7,12,275,470,195,520,520,520,200,1,3,0,80,40,124.82,327.98001,452.79999,124.81998,1,high,0,0,,,,,
12,1,111017_1315,63.48,10,Principal,9,50,55,30,2,1,12,20,100,120,20,220,220,190,100,1,4,0,60,40,30.25,135.75,127,-8.75,.75,low,0,0,,,,,
12,2,111017_1315,63.48,10,Principal,2,0,67,30,2,1,5,16,190,150,-40,280,280,235,100,1,4,0,90,60,44.889999,175.71001,140.5,-35.210007,.75,low,0,0,,,,,
12,3,111017_1315,63.48,10,Principal,10,75,50,60,2,1,15,18,100,110,10,180,180,140,100,1,4,0,40,40,25,115,124,9,.5,low,0,0,,,,,
12,4,111017_1315,63.48,10,Principal,7,75,65,75,2,1,2,19,100,140,40,220,220,160,100,1,4,0,60,60,42.25,135.75,145,9.25,.5,low,0,0,,,,,
12,5,111017_1315,63.48,10,Principal,3,78,80,1,2,2,7,1,190,150,-40,260,260,260,100,1,4,0,80,40,64,164,101.6,-62.400002,1,low,0,0,,,,,
12,6,111017_1315,63.48,10,Principal,4,65,85,90,2,1,3,4,270,350,80,440,440,380,200,1,4,0,60,40,144.5,259.5,362,102.5,.75,high,0,0,,,,,
12,7,111017_1315,63.48,10,Principal,1,70,90,85,2,2,11,10,290,450,160,560,560,470,200,1,4,0,90,60,162,281,429.5,148.5,.75,high,0,0,,,,,
12,8,111017_1315,63.48,10,Principal,6,0,70,50,2,2,8,17,170,250,80,360,360,280,200,1,4,0,40,40,98,158,240,82,.5,high,0,0,,,,,
12,9,111017_1315,63.48,10,Principal,8,70,80,70,2,1,6,9,280,200,-80,440,440,320,200,1,4,0,60,60,128,264,284,20,.5,high,0,0,,,,,
12,10,111017_1315,63.48,10,Principal,5,32,90,1,2,1,14,13,350,520,170,520,520,520,200,1,4,0,80,40,162,326,203.2,-122.8,1,high,0,0,,,,,
13,1,111017_1315,75.5,10,Principal,9,55,56,80,2,1,9,12,69,120,51,220,220,190,100,1,2,0,60,40,31.360001,135.84,172,36.160004,.75,low,0,0,,,,,
13,2,111017_1315,75.5,10,Principal,2,70,35,45,2,1,11,1,88,150,62,280,280,235,100,1,2,0,90,60,12.25,150.75,160.75,10,.75,low,0,0,,,,,
13,3,111017_1315,75.5,10,Principal,10,63,45,70,2,1,8,16,80,120,40,180,180,140,100,1,2,0,40,40,20.25,115.75,128,12.25,.5,low,0,0,,,,,
13,4,111017_1315,75.5,10,Principal,7,48,40,70,2,1,7,2,84,100,16,220,220,160,100,1,2,0,60,60,16,132,142,10,.5,low,0,0,,,,,
13,5,111017_1315,75.5,10,Principal,3,0,35,1,1,1,20,15,88,100,12,260,260,260,100,1,2,0,80,40,12.25,143.75,101.6,-42.150002,1,low,0,0,,,,,
13,6,111017_1315,75.5,10,Principal,4,54,80,1,2,1,19,3,100,380,280,440,440,380,200,1,2,0,60,40,128,264,201.8,-62.199997,.75,high,0,0,,,,,
13,7,111017_1315,75.5,10,Principal,1,67,60,65,2,1,10,13,128,200,72,560,560,470,200,1,2,0,90,60,72,344,375.5,31.5,.75,high,0,0,,,,,
13,8,111017_1315,75.5,10,Principal,6,60,30,1,2,1,6,4,182,250,68,360,360,280,200,1,2,0,40,40,18,230,200.8,-29.199997,.5,high,0,0,,,,,
13,9,111017_1315,75.5,10,Principal,8,52,40,40,2,1,14,18,168,200,32,440,440,320,200,1,2,0,60,60,32,264,248,-16,.5,high,0,0,,,,,
13,10,111017_1315,75.5,10,Principal,5,85,50,46,2,1,17,5,150,200,50,520,520,520,200,1,2,0,80,40,50,310,347.20001,37.200012,1,high,0,0,,,,,
14,1,111017_1315,67.825203,10,Principal,9,73,54,1,2,1,14,13,100,140,40,220,220,190,100,1,3,0,60,40,29.16,135.64,100.9,-34.739998,.75,low,0,0,,,,,
14,2,111017_1315,67.825203,10,Principal,2,65,67,67,2,1,4,16,100,163,63,280,280,235,100,1,3,0,90,60,44.889999,175.71001,190.45,14.73999,.75,low,0,0,,,,,
14,3,111017_1315,67.825203,10,Principal,10,63,44,45,2,1,9,2,150,110,-40,180,180,140,100,1,3,0,40,40,19.360001,115.84,118,2.1600037,.5,low,0,0,,,,,
14,4,111017_1315,67.825203,10,Principal,7,76,77,77,2,1,11,8,120,140,20,220,220,160,100,1,3,0,60,60,59.290001,133.11,146.2,13.089996,.5,low,0,0,,,,,
14,5,111017_1315,67.825203,10,Principal,3,1,90,1,1,1,17,20,100,180,80,260,260,260,100,1,3,0,80,40,81,163,101.6,-61.400002,1,low,0,0,,,,,
14,6,111017_1315,67.825203,10,Principal,4,66,63,54,1,1,3,18,230,280,50,440,440,380,200,1,3,0,60,40,79.379997,271.82001,297.20001,25.380005,.75,high,0,0,,,,,
14,7,111017_1315,67.825203,10,Principal,1,85,63,63,2,1,12,7,320,320,0,560,560,470,200,1,3,0,90,60,79.379997,347.42001,370.10001,22.679993,.75,high,0,0,,,,,
14,8,111017_1315,67.825203,10,Principal,6,63,63,63,2,1,15,10,190,270,80,360,360,280,200,1,3,0,40,40,79.379997,221.42,250.39999,28.979996,.5,high,0,0,,,,,
14,9,111017_1315,67.825203,10,Principal,8,80,55,55,2,1,6,19,240,270,30,440,440,320,200,1,3,0,60,60,60.5,271.5,266,-5.5,.5,high,0,0,,,,,
14,10,111017_1315,67.825203,10,Principal,5,100,63,1,1,1,5,1,320,400,80,520,520,520,200,1,3,0,80,40,79.379997,322.22,203.2,-119.02,1,high,0,0,,,,,
15,1,111017_1315,94.139999,10,Principal,9,54,30,40,2,1,11,13,120,130,10,220,220,190,100,1,3,0,60,40,9,127,136,9,.75,low,0,0,,,,,
15,2,111017_1315,94.139999,10,Principal,2,89,75,75,2,1,10,17,112,156,44,280,280,235,100,1,3,0,90,60,56.25,178.75,201.25,22.5,.75,low,0,0,,,,,
15,3,111017_1315,94.139999,10,Principal,10,60,65,65,2,1,6,8,100,115,15,180,180,140,100,1,3,0,40,40,42.25,109.75,126,16.25,.5,low,0,0,,,,,
15,4,111017_1315,94.139999,10,Principal,7,66,78,80,2,1,7,14,110,130,20,220,220,160,100,1,3,0,60,60,60.84,132.75999,148,15.240005,.5,low,0,0,,,,,
15,5,111017_1315,94.139999,10,Principal,3,0,78,70,1,2,19,4,120,180,60,260,260,260,100,1,3,0,80,40,60.84,163.96001,212,48.039993,1,low,0,0,,,,,
15,6,111017_1315,94.139999,10,Principal,4,95,80,85,2,1,18,9,200,320,120,440,440,380,200,1,3,0,60,40,128,264,353,89,.75,high,0,0,,,,,
15,7,111017_1315,94.139999,10,Principal,1,100,65,80,2,1,16,5,321,335,14,560,560,470,200,1,3,0,90,60,84.5,349.5,416,66.5,.75,high,0,0,,,,,
15,8,111017_1315,94.139999,10,Principal,6,63,65,60,2,1,15,2,210,230,20,360,360,280,200,1,3,0,40,40,84.5,219.5,248,28.5,.5,high,0,0,,,,,
15,9,111017_1315,94.139999,10,Principal,8,1,60,60,2,1,1,12,260,260,0,440,440,320,200,1,3,0,60,60,72,272,272,0,.5,high,0,0,,,,,
15,10,111017_1315,94.139999,10,Principal,5,42,78,50,2,2,20,3,300,340,40,520,520,520,200,1,3,0,80,40,121.68,327.92001,360,32.079987,1,high,0,0,,,,,
16,1,111017_1315,82.570801,10,Principal,9,54,50,51,2,1,3,13,135,145,10,220,220,190,100,1,2,0,60,40,25,135,145.89999,10.899994,.75,low,0,0,,,,,
16,2,111017_1315,82.570801,10,Principal,2,0,50,51,2,1,15,5,170,160,-10,280,280,235,100,1,2,0,90,60,25,165,168.85001,3.8500061,.75,low,0,0,,,,,
16,3,111017_1315,82.570801,10,Principal,10,1,60,70,2,1,8,6,110,120,10,180,180,140,100,1,2,0,40,40,36,112,128,16,.5,low,0,0,,,,,
16,4,111017_1315,82.570801,10,Principal,7,80,64,71,2,1,14,1,120,140,20,220,220,160,100,1,2,0,60,60,40.959999,135.84,142.60001,6.7600098,.5,low,0,0,,,,,
